ID,Station,DateTimeET,Parameter,Depth_m,FinalResult,Units,Probe_Type,UniqueID,DataSource,DataSourceID,ImportDate
702,lp1,2025-05-08T09:35:00Z,Oxygen Saturation,0.965,98.6,%,YSI_EXO2,lp1_2025-05-08 09:35_0.965_LDOs_4,LongPond_profiles_2025.xlsx_2025-05_lp1,12,2025-08-08
703,lp1,2025-05-08T09:35:00Z,Dissolved Oxygen,0.965,9.67,mg/L,YSI_EXO2,lp1_2025-05-08 09:35_0.965_LDOd_4,LongPond_profiles_2025.xlsx_2025-05_lp1,13,2025-08-08
704,lp1,2025-05-08T09:35:00Z,Specific Conductance,0.965,152.1,uS/cm,YSI_EXO2,lp1_2025-05-08 09:35_0.965_SPCD_4,LongPond_profiles_2025.xlsx_2025-05_lp1,14,2025-08-08
705,lp1,2025-05-08T09:35:00Z,pH,0.965,6.96,pH,YSI_EXO2,lp1_2025-05-08 09:35_0.965_pH_4,LongPond_profiles_2025.xlsx_2025-05_lp1,15,2025-08-08
706,lp1,2025-05-08T09:35:00Z,Turbidity FNU,0.965,0.46,FNU,YSI_EXO2,lp1_2025-05-08 09:35_0.965_TUR-FNU_4,LongPond_profiles_2025.xlsx_2025-05_lp1,16,2025-08-08
707,lp1,2025-05-08T09:35:00Z,Blue Green Algae RFU,0.965,0.09,RFU,YSI_EXO2,lp1_2025-05-08 09:35_0.965_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-05_lp1,17,2025-08-08
708,lp1,2025-05-08T09:35:00Z,Blue Green Algae,0.965,0.1,ug/L,YSI_EXO2,lp1_2025-05-08 09:35_0.965_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-05_lp1,18,2025-08-08
709,lp1,2025-05-08T09:35:00Z,Chlorophyll RFU,0.965,0.11,RFU,YSI_EXO2,lp1_2025-05-08 09:35_0.965_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-05_lp1,19,2025-08-08
710,lp1,2025-05-08T09:35:00Z,Chlorophyll,0.965,0.58,ug/L,YSI_EXO2,lp1_2025-05-08 09:35_0.965_Chl_4,LongPond_profiles_2025.xlsx_2025-05_lp1,20,2025-08-08
711,lp1,2025-05-08T09:36:00Z,Water Temperature,1.567,16.246,Deg-C,YSI_EXO2,lp1_2025-05-08 09:36_1.567_TWA-C_4,LongPond_profiles_2025.xlsx_2025-05_lp1,21,2025-08-08
712,lp1,2025-05-08T09:36:00Z,Water Temperature,1.995,16.223,Deg-C,YSI_EXO2,lp1_2025-05-08 09:36_1.995_TWA-C_4,LongPond_profiles_2025.xlsx_2025-05_lp1,22,2025-08-08
713,lp1,2025-05-08T09:36:00Z,Oxygen Saturation,1.567,98.7,%,YSI_EXO2,lp1_2025-05-08 09:36_1.567_LDOs_4,LongPond_profiles_2025.xlsx_2025-05_lp1,23,2025-08-08
714,lp1,2025-05-08T09:36:00Z,Oxygen Saturation,1.995,98.7,%,YSI_EXO2,lp1_2025-05-08 09:36_1.995_LDOs_4,LongPond_profiles_2025.xlsx_2025-05_lp1,24,2025-08-08
715,lp1,2025-05-08T09:36:00Z,Dissolved Oxygen,1.567,9.69,mg/L,YSI_EXO2,lp1_2025-05-08 09:36_1.567_LDOd_4,LongPond_profiles_2025.xlsx_2025-05_lp1,25,2025-08-08
716,lp1,2025-05-08T09:36:00Z,Dissolved Oxygen,1.995,9.69,mg/L,YSI_EXO2,lp1_2025-05-08 09:36_1.995_LDOd_4,LongPond_profiles_2025.xlsx_2025-05_lp1,26,2025-08-08
717,lp1,2025-05-08T09:36:00Z,Specific Conductance,1.567,151.9,uS/cm,YSI_EXO2,lp1_2025-05-08 09:36_1.567_SPCD_4,LongPond_profiles_2025.xlsx_2025-05_lp1,27,2025-08-08
718,lp1,2025-05-08T09:36:00Z,Specific Conductance,1.995,151.5,uS/cm,YSI_EXO2,lp1_2025-05-08 09:36_1.995_SPCD_4,LongPond_profiles_2025.xlsx_2025-05_lp1,28,2025-08-08
719,lp1,2025-05-08T09:36:00Z,pH,1.567,6.91,pH,YSI_EXO2,lp1_2025-05-08 09:36_1.567_pH_4,LongPond_profiles_2025.xlsx_2025-05_lp1,29,2025-08-08
720,lp1,2025-05-08T09:36:00Z,pH,1.995,6.89,pH,YSI_EXO2,lp1_2025-05-08 09:36_1.995_pH_4,LongPond_profiles_2025.xlsx_2025-05_lp1,30,2025-08-08
721,lp1,2025-05-08T09:36:00Z,Turbidity FNU,1.567,0.47,FNU,YSI_EXO2,lp1_2025-05-08 09:36_1.567_TUR-FNU_4,LongPond_profiles_2025.xlsx_2025-05_lp1,31,2025-08-08
722,lp1,2025-05-08T09:36:00Z,Turbidity FNU,1.995,0.47,FNU,YSI_EXO2,lp1_2025-05-08 09:36_1.995_TUR-FNU_4,LongPond_profiles_2025.xlsx_2025-05_lp1,32,2025-08-08
723,lp1,2025-05-08T09:36:00Z,Blue Green Algae RFU,1.567,0.07,RFU,YSI_EXO2,lp1_2025-05-08 09:36_1.567_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-05_lp1,33,2025-08-08
724,lp1,2025-05-08T09:36:00Z,Blue Green Algae RFU,1.995,0.06,RFU,YSI_EXO2,lp1_2025-05-08 09:36_1.995_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-05_lp1,34,2025-08-08
725,lp1,2025-05-08T09:36:00Z,Blue Green Algae,1.567,0.08,ug/L,YSI_EXO2,lp1_2025-05-08 09:36_1.567_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-05_lp1,35,2025-08-08
726,lp1,2025-05-08T09:36:00Z,Blue Green Algae,1.995,0.08,ug/L,YSI_EXO2,lp1_2025-05-08 09:36_1.995_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-05_lp1,36,2025-08-08
727,lp1,2025-05-08T09:36:00Z,Chlorophyll RFU,1.567,0.1,RFU,YSI_EXO2,lp1_2025-05-08 09:36_1.567_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-05_lp1,37,2025-08-08
728,lp1,2025-05-08T09:36:00Z,Chlorophyll RFU,1.995,0.15,RFU,YSI_EXO2,lp1_2025-05-08 09:36_1.995_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-05_lp1,38,2025-08-08
729,lp1,2025-05-08T09:36:00Z,Chlorophyll,1.567,0.56,ug/L,YSI_EXO2,lp1_2025-05-08 09:36_1.567_Chl_4,LongPond_profiles_2025.xlsx_2025-05_lp1,39,2025-08-08
730,lp1,2025-05-08T09:36:00Z,Chlorophyll,1.995,0.71,ug/L,YSI_EXO2,lp1_2025-05-08 09:36_1.995_Chl_4,LongPond_profiles_2025.xlsx_2025-05_lp1,40,2025-08-08
731,lp1,2025-05-08T09:37:00Z,Water Temperature,2.496,16.199,Deg-C,YSI_EXO2,lp1_2025-05-08 09:37_2.496_TWA-C_4,LongPond_profiles_2025.xlsx_2025-05_lp1,41,2025-08-08
732,lp1,2025-05-08T09:37:00Z,Oxygen Saturation,2.496,98.6,%,YSI_EXO2,lp1_2025-05-08 09:37_2.496_LDOs_4,LongPond_profiles_2025.xlsx_2025-05_lp1,42,2025-08-08
733,lp1,2025-05-08T09:37:00Z,Dissolved Oxygen,2.496,9.69,mg/L,YSI_EXO2,lp1_2025-05-08 09:37_2.496_LDOd_4,LongPond_profiles_2025.xlsx_2025-05_lp1,43,2025-08-08
734,lp1,2025-05-08T09:37:00Z,Specific Conductance,2.496,151.4,uS/cm,YSI_EXO2,lp1_2025-05-08 09:37_2.496_SPCD_4,LongPond_profiles_2025.xlsx_2025-05_lp1,44,2025-08-08
735,lp1,2025-05-08T09:37:00Z,pH,2.496,6.86,pH,YSI_EXO2,lp1_2025-05-08 09:37_2.496_pH_4,LongPond_profiles_2025.xlsx_2025-05_lp1,45,2025-08-08
736,lp1,2025-05-08T09:37:00Z,Turbidity FNU,2.496,0.46,FNU,YSI_EXO2,lp1_2025-05-08 09:37_2.496_TUR-FNU_4,LongPond_profiles_2025.xlsx_2025-05_lp1,46,2025-08-08
737,lp1,2025-05-08T09:37:00Z,Blue Green Algae RFU,2.496,0.06,RFU,YSI_EXO2,lp1_2025-05-08 09:37_2.496_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-05_lp1,47,2025-08-08
738,lp1,2025-05-08T09:37:00Z,Blue Green Algae,2.496,0.07,ug/L,YSI_EXO2,lp1_2025-05-08 09:37_2.496_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-05_lp1,48,2025-08-08
739,lp1,2025-05-08T09:37:00Z,Chlorophyll RFU,2.496,0.15,RFU,YSI_EXO2,lp1_2025-05-08 09:37_2.496_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-05_lp1,49,2025-08-08
740,lp1,2025-05-08T09:37:00Z,Chlorophyll,2.496,0.71,ug/L,YSI_EXO2,lp1_2025-05-08 09:37_2.496_Chl_4,LongPond_profiles_2025.xlsx_2025-05_lp1,50,2025-08-08
741,lp1,2025-05-08T09:38:00Z,Water Temperature,2.968,16.039,Deg-C,YSI_EXO2,lp1_2025-05-08 09:38_2.968_TWA-C_4,LongPond_profiles_2025.xlsx_2025-05_lp1,51,2025-08-08
742,lp1,2025-05-08T09:38:00Z,Oxygen Saturation,2.968,98.2,%,YSI_EXO2,lp1_2025-05-08 09:38_2.968_LDOs_4,LongPond_profiles_2025.xlsx_2025-05_lp1,52,2025-08-08
743,lp1,2025-05-08T09:38:00Z,Dissolved Oxygen,2.968,9.68,mg/L,YSI_EXO2,lp1_2025-05-08 09:38_2.968_LDOd_4,LongPond_profiles_2025.xlsx_2025-05_lp1,53,2025-08-08
744,lp1,2025-05-08T09:38:00Z,Specific Conductance,2.968,151.5,uS/cm,YSI_EXO2,lp1_2025-05-08 09:38_2.968_SPCD_4,LongPond_profiles_2025.xlsx_2025-05_lp1,54,2025-08-08
745,lp1,2025-05-08T09:38:00Z,pH,2.968,6.84,pH,YSI_EXO2,lp1_2025-05-08 09:38_2.968_pH_4,LongPond_profiles_2025.xlsx_2025-05_lp1,55,2025-08-08
746,lp1,2025-05-08T09:38:00Z,Turbidity FNU,2.968,0.46,FNU,YSI_EXO2,lp1_2025-05-08 09:38_2.968_TUR-FNU_4,LongPond_profiles_2025.xlsx_2025-05_lp1,56,2025-08-08
747,lp1,2025-05-08T09:38:00Z,Blue Green Algae RFU,2.968,0.07,RFU,YSI_EXO2,lp1_2025-05-08 09:38_2.968_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-05_lp1,57,2025-08-08
748,lp1,2025-05-08T09:38:00Z,Blue Green Algae,2.968,0.08,ug/L,YSI_EXO2,lp1_2025-05-08 09:38_2.968_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-05_lp1,58,2025-08-08
749,lp1,2025-05-08T09:38:00Z,Chlorophyll RFU,2.968,0.18,RFU,YSI_EXO2,lp1_2025-05-08 09:38_2.968_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-05_lp1,59,2025-08-08
750,lp1,2025-05-08T09:38:00Z,Chlorophyll,2.968,0.84,ug/L,YSI_EXO2,lp1_2025-05-08 09:38_2.968_Chl_4,LongPond_profiles_2025.xlsx_2025-05_lp1,60,2025-08-08
751,LP2,2025-05-08T09:58:00Z,Water Temperature,0.477,16.459,Deg-C,YSI_EXO2,LP2_2025-05-08 09:58_0.477_TWA-C_4,LongPond_profiles_2025.xlsx_2025-05-lp2,1,2025-08-08
752,LP2,2025-05-08T09:58:00Z,Water Temperature,0.979,16.33,Deg-C,YSI_EXO2,LP2_2025-05-08 09:58_0.979_TWA-C_4,LongPond_profiles_2025.xlsx_2025-05-lp2,2,2025-08-08
753,LP2,2025-05-08T09:58:00Z,Oxygen Saturation,0.477,98.2,%,YSI_EXO2,LP2_2025-05-08 09:58_0.477_LDOs_4,LongPond_profiles_2025.xlsx_2025-05-lp2,3,2025-08-08
754,LP2,2025-05-08T09:58:00Z,Oxygen Saturation,0.979,98.5,%,YSI_EXO2,LP2_2025-05-08 09:58_0.979_LDOs_4,LongPond_profiles_2025.xlsx_2025-05-lp2,4,2025-08-08
755,LP2,2025-05-08T09:58:00Z,Dissolved Oxygen,0.477,9.6,mg/L,YSI_EXO2,LP2_2025-05-08 09:58_0.477_LDOd_4,LongPond_profiles_2025.xlsx_2025-05-lp2,5,2025-08-08
756,LP2,2025-05-08T09:58:00Z,Dissolved Oxygen,0.979,9.65,mg/L,YSI_EXO2,LP2_2025-05-08 09:58_0.979_LDOd_4,LongPond_profiles_2025.xlsx_2025-05-lp2,6,2025-08-08
757,LP2,2025-05-08T09:58:00Z,Specific Conductance,0.477,146.5,uS/cm,YSI_EXO2,LP2_2025-05-08 09:58_0.477_SPCD_4,LongPond_profiles_2025.xlsx_2025-05-lp2,7,2025-08-08
758,LP2,2025-05-08T09:58:00Z,Specific Conductance,0.979,146.5,uS/cm,YSI_EXO2,LP2_2025-05-08 09:58_0.979_SPCD_4,LongPond_profiles_2025.xlsx_2025-05-lp2,8,2025-08-08
759,LP2,2025-05-08T09:58:00Z,pH,0.477,7.01,pH,YSI_EXO2,LP2_2025-05-08 09:58_0.477_pH_4,LongPond_profiles_2025.xlsx_2025-05-lp2,9,2025-08-08
760,LP2,2025-05-08T09:58:00Z,pH,0.979,6.91,pH,YSI_EXO2,LP2_2025-05-08 09:58_0.979_pH_4,LongPond_profiles_2025.xlsx_2025-05-lp2,10,2025-08-08
761,LP2,2025-05-08T09:58:00Z,Turbidity FNU,0.477,0.36,FNU,YSI_EXO2,LP2_2025-05-08 09:58_0.477_TUR-FNU_4,LongPond_profiles_2025.xlsx_2025-05-lp2,11,2025-08-08
762,LP2,2025-05-08T09:58:00Z,Turbidity FNU,0.979,0.4,FNU,YSI_EXO2,LP2_2025-05-08 09:58_0.979_TUR-FNU_4,LongPond_profiles_2025.xlsx_2025-05-lp2,12,2025-08-08
763,LP2,2025-05-08T09:58:00Z,Blue Green Algae RFU,0.477,-0.02,RFU,YSI_EXO2,LP2_2025-05-08 09:58_0.477_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-05-lp2,13,2025-08-08
764,LP2,2025-05-08T09:58:00Z,Blue Green Algae RFU,0.979,0.05,RFU,YSI_EXO2,LP2_2025-05-08 09:58_0.979_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-05-lp2,14,2025-08-08
765,LP2,2025-05-08T09:58:00Z,Blue Green Algae,0.477,0,ug/L,YSI_EXO2,LP2_2025-05-08 09:58_0.477_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-05-lp2,15,2025-08-08
766,LP2,2025-05-08T09:58:00Z,Blue Green Algae,0.979,0.06,ug/L,YSI_EXO2,LP2_2025-05-08 09:58_0.979_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-05-lp2,16,2025-08-08
767,LP2,2025-05-08T09:58:00Z,Chlorophyll RFU,0.477,0.08,RFU,YSI_EXO2,LP2_2025-05-08 09:58_0.477_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-05-lp2,17,2025-08-08
768,LP2,2025-05-08T09:58:00Z,Chlorophyll RFU,0.979,0.1,RFU,YSI_EXO2,LP2_2025-05-08 09:58_0.979_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-05-lp2,18,2025-08-08
769,LP2,2025-05-08T09:58:00Z,Chlorophyll,0.477,0.47,ug/L,YSI_EXO2,LP2_2025-05-08 09:58_0.477_Chl_4,LongPond_profiles_2025.xlsx_2025-05-lp2,19,2025-08-08
770,LP2,2025-05-08T09:58:00Z,Chlorophyll,0.979,0.54,ug/L,YSI_EXO2,LP2_2025-05-08 09:58_0.979_Chl_4,LongPond_profiles_2025.xlsx_2025-05-lp2,20,2025-08-08
771,LP2,2025-05-08T09:59:00Z,Water Temperature,1.473,16.214,Deg-C,YSI_EXO2,LP2_2025-05-08 09:59_1.473_TWA-C_4,LongPond_profiles_2025.xlsx_2025-05-lp2,21,2025-08-08
772,LP2,2025-05-08T09:59:00Z,Water Temperature,2.021,16.175,Deg-C,YSI_EXO2,LP2_2025-05-08 09:59_2.021_TWA-C_4,LongPond_profiles_2025.xlsx_2025-05-lp2,22,2025-08-08
773,LP2,2025-05-08T09:59:00Z,Water Temperature,2.539,16.115,Deg-C,YSI_EXO2,LP2_2025-05-08 09:59_2.539_TWA-C_4,LongPond_profiles_2025.xlsx_2025-05-lp2,23,2025-08-08
774,LP2,2025-05-08T09:59:00Z,Oxygen Saturation,1.473,98.5,%,YSI_EXO2,LP2_2025-05-08 09:59_1.473_LDOs_4,LongPond_profiles_2025.xlsx_2025-05-lp2,24,2025-08-08
775,LP2,2025-05-08T09:59:00Z,Oxygen Saturation,2.021,98.4,%,YSI_EXO2,LP2_2025-05-08 09:59_2.021_LDOs_4,LongPond_profiles_2025.xlsx_2025-05-lp2,25,2025-08-08
776,LP2,2025-05-08T09:59:00Z,Oxygen Saturation,2.539,98.1,%,YSI_EXO2,LP2_2025-05-08 09:59_2.539_LDOs_4,LongPond_profiles_2025.xlsx_2025-05-lp2,26,2025-08-08
777,LP2,2025-05-08T09:59:00Z,Dissolved Oxygen,1.473,9.67,mg/L,YSI_EXO2,LP2_2025-05-08 09:59_1.473_LDOd_4,LongPond_profiles_2025.xlsx_2025-05-lp2,27,2025-08-08
778,LP2,2025-05-08T09:59:00Z,Dissolved Oxygen,2.021,9.67,mg/L,YSI_EXO2,LP2_2025-05-08 09:59_2.021_LDOd_4,LongPond_profiles_2025.xlsx_2025-05-lp2,28,2025-08-08
779,LP2,2025-05-08T09:59:00Z,Dissolved Oxygen,2.539,9.66,mg/L,YSI_EXO2,LP2_2025-05-08 09:59_2.539_LDOd_4,LongPond_profiles_2025.xlsx_2025-05-lp2,29,2025-08-08
780,LP2,2025-05-08T09:59:00Z,Specific Conductance,1.473,146.4,uS/cm,YSI_EXO2,LP2_2025-05-08 09:59_1.473_SPCD_4,LongPond_profiles_2025.xlsx_2025-05-lp2,30,2025-08-08
781,LP2,2025-05-08T09:59:00Z,Specific Conductance,2.021,146.5,uS/cm,YSI_EXO2,LP2_2025-05-08 09:59_2.021_SPCD_4,LongPond_profiles_2025.xlsx_2025-05-lp2,31,2025-08-08
782,LP2,2025-05-08T09:59:00Z,Specific Conductance,2.539,146.5,uS/cm,YSI_EXO2,LP2_2025-05-08 09:59_2.539_SPCD_4,LongPond_profiles_2025.xlsx_2025-05-lp2,32,2025-08-08
783,LP2,2025-05-08T09:59:00Z,pH,1.473,6.86,pH,YSI_EXO2,LP2_2025-05-08 09:59_1.473_pH_4,LongPond_profiles_2025.xlsx_2025-05-lp2,33,2025-08-08
784,LP2,2025-05-08T09:59:00Z,pH,2.021,6.85,pH,YSI_EXO2,LP2_2025-05-08 09:59_2.021_pH_4,LongPond_profiles_2025.xlsx_2025-05-lp2,34,2025-08-08
785,LP2,2025-05-08T09:59:00Z,pH,2.539,6.83,pH,YSI_EXO2,LP2_2025-05-08 09:59_2.539_pH_4,LongPond_profiles_2025.xlsx_2025-05-lp2,35,2025-08-08
786,LP2,2025-05-08T09:59:00Z,Turbidity FNU,1.473,0.47,FNU,YSI_EXO2,LP2_2025-05-08 09:59_1.473_TUR-FNU_4,LongPond_profiles_2025.xlsx_2025-05-lp2,36,2025-08-08
787,LP2,2025-05-08T09:59:00Z,Turbidity FNU,2.021,0.48,FNU,YSI_EXO2,LP2_2025-05-08 09:59_2.021_TUR-FNU_4,LongPond_profiles_2025.xlsx_2025-05-lp2,37,2025-08-08
788,LP2,2025-05-08T09:59:00Z,Turbidity FNU,2.539,0.39,FNU,YSI_EXO2,LP2_2025-05-08 09:59_2.539_TUR-FNU_4,LongPond_profiles_2025.xlsx_2025-05-lp2,38,2025-08-08
789,LP2,2025-05-08T09:59:00Z,Blue Green Algae RFU,1.473,0.06,RFU,YSI_EXO2,LP2_2025-05-08 09:59_1.473_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-05-lp2,39,2025-08-08
790,LP2,2025-05-08T09:59:00Z,Blue Green Algae RFU,2.021,0.07,RFU,YSI_EXO2,LP2_2025-05-08 09:59_2.021_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-05-lp2,40,2025-08-08
791,LP2,2025-05-08T09:59:00Z,Blue Green Algae RFU,2.539,0.03,RFU,YSI_EXO2,LP2_2025-05-08 09:59_2.539_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-05-lp2,41,2025-08-08
792,LP2,2025-05-08T09:59:00Z,Blue Green Algae,1.473,0.07,ug/L,YSI_EXO2,LP2_2025-05-08 09:59_1.473_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-05-lp2,42,2025-08-08
793,LP2,2025-05-08T09:59:00Z,Blue Green Algae,2.021,0.08,ug/L,YSI_EXO2,LP2_2025-05-08 09:59_2.021_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-05-lp2,43,2025-08-08
794,LP2,2025-05-08T09:59:00Z,Blue Green Algae,2.539,0.04,ug/L,YSI_EXO2,LP2_2025-05-08 09:59_2.539_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-05-lp2,44,2025-08-08
795,LP2,2025-05-08T09:59:00Z,Chlorophyll RFU,1.473,0.13,RFU,YSI_EXO2,LP2_2025-05-08 09:59_1.473_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-05-lp2,45,2025-08-08
796,LP2,2025-05-08T09:59:00Z,Chlorophyll RFU,2.021,0.1,RFU,YSI_EXO2,LP2_2025-05-08 09:59_2.021_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-05-lp2,46,2025-08-08
797,LP2,2025-05-08T09:59:00Z,Chlorophyll RFU,2.539,0.11,RFU,YSI_EXO2,LP2_2025-05-08 09:59_2.539_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-05-lp2,47,2025-08-08
798,LP2,2025-05-08T09:59:00Z,Chlorophyll,1.473,0.64,ug/L,YSI_EXO2,LP2_2025-05-08 09:59_1.473_Chl_4,LongPond_profiles_2025.xlsx_2025-05-lp2,48,2025-08-08
799,LP2,2025-05-08T09:59:00Z,Chlorophyll,2.021,0.55,ug/L,YSI_EXO2,LP2_2025-05-08 09:59_2.021_Chl_4,LongPond_profiles_2025.xlsx_2025-05-lp2,49,2025-08-08
800,LP2,2025-05-08T09:59:00Z,Chlorophyll,2.539,0.57,ug/L,YSI_EXO2,LP2_2025-05-08 09:59_2.539_Chl_4,LongPond_profiles_2025.xlsx_2025-05-lp2,50,2025-08-08
801,LP2,2025-05-08T10:00:00Z,Water Temperature,3.004,16.086,Deg-C,YSI_EXO2,LP2_2025-05-08 10:00_3.004_TWA-C_4,LongPond_profiles_2025.xlsx_2025-05-lp2,51,2025-08-08
802,LP2,2025-05-08T10:00:00Z,Water Temperature,3.494,15.994,Deg-C,YSI_EXO2,LP2_2025-05-08 10:00_3.494_TWA-C_4,LongPond_profiles_2025.xlsx_2025-05-lp2,52,2025-08-08
803,LP2,2025-05-08T10:00:00Z,Oxygen Saturation,3.004,97.8,%,YSI_EXO2,LP2_2025-05-08 10:00_3.004_LDOs_4,LongPond_profiles_2025.xlsx_2025-05-lp2,53,2025-08-08
804,LP2,2025-05-08T10:00:00Z,Oxygen Saturation,3.494,97.6,%,YSI_EXO2,LP2_2025-05-08 10:00_3.494_LDOs_4,LongPond_profiles_2025.xlsx_2025-05-lp2,54,2025-08-08
805,LP2,2025-05-08T10:00:00Z,Dissolved Oxygen,3.004,9.63,mg/L,YSI_EXO2,LP2_2025-05-08 10:00_3.004_LDOd_4,LongPond_profiles_2025.xlsx_2025-05-lp2,55,2025-08-08
806,LP2,2025-05-08T10:00:00Z,Dissolved Oxygen,3.494,9.63,mg/L,YSI_EXO2,LP2_2025-05-08 10:00_3.494_LDOd_4,LongPond_profiles_2025.xlsx_2025-05-lp2,56,2025-08-08
807,LP2,2025-05-08T10:00:00Z,Specific Conductance,3.004,146.8,uS/cm,YSI_EXO2,LP2_2025-05-08 10:00_3.004_SPCD_4,LongPond_profiles_2025.xlsx_2025-05-lp2,57,2025-08-08
808,LP2,2025-05-08T10:00:00Z,Specific Conductance,3.494,148.9,uS/cm,YSI_EXO2,LP2_2025-05-08 10:00_3.494_SPCD_4,LongPond_profiles_2025.xlsx_2025-05-lp2,58,2025-08-08
809,LP2,2025-05-08T10:00:00Z,pH,3.004,6.82,pH,YSI_EXO2,LP2_2025-05-08 10:00_3.004_pH_4,LongPond_profiles_2025.xlsx_2025-05-lp2,59,2025-08-08
810,LP2,2025-05-08T10:00:00Z,pH,3.494,6.79,pH,YSI_EXO2,LP2_2025-05-08 10:00_3.494_pH_4,LongPond_profiles_2025.xlsx_2025-05-lp2,60,2025-08-08
811,LP2,2025-05-08T10:00:00Z,Turbidity FNU,3.004,0.41,FNU,YSI_EXO2,LP2_2025-05-08 10:00_3.004_TUR-FNU_4,LongPond_profiles_2025.xlsx_2025-05-lp2,61,2025-08-08
812,LP2,2025-05-08T10:00:00Z,Turbidity FNU,3.494,0.43,FNU,YSI_EXO2,LP2_2025-05-08 10:00_3.494_TUR-FNU_4,LongPond_profiles_2025.xlsx_2025-05-lp2,62,2025-08-08
813,LP2,2025-05-08T10:00:00Z,Blue Green Algae RFU,3.004,0.08,RFU,YSI_EXO2,LP2_2025-05-08 10:00_3.004_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-05-lp2,63,2025-08-08
814,LP2,2025-05-08T10:00:00Z,Blue Green Algae RFU,3.494,0.1,RFU,YSI_EXO2,LP2_2025-05-08 10:00_3.494_BGA-PC-RFU_4,LongPond_profiles_2025.xlsx_2025-05-lp2,64,2025-08-08
815,LP2,2025-05-08T10:00:00Z,Blue Green Algae,3.004,0.09,ug/L,YSI_EXO2,LP2_2025-05-08 10:00_3.004_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-05-lp2,65,2025-08-08
816,LP2,2025-05-08T10:00:00Z,Blue Green Algae,3.494,0.11,ug/L,YSI_EXO2,LP2_2025-05-08 10:00_3.494_BGA-PC_4,LongPond_profiles_2025.xlsx_2025-05-lp2,66,2025-08-08
817,LP2,2025-05-08T10:00:00Z,Chlorophyll RFU,3.004,0.13,RFU,YSI_EXO2,LP2_2025-05-08 10:00_3.004_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-05-lp2,67,2025-08-08
818,LP2,2025-05-08T10:00:00Z,Chlorophyll RFU,3.494,0.18,RFU,YSI_EXO2,LP2_2025-05-08 10:00_3.494_Chl-RFU_4,LongPond_profiles_2025.xlsx_2025-05-lp2,68,2025-08-08
819,LP2,2025-05-08T10:00:00Z,Chlorophyll,3.004,0.66,ug/L,YSI_EXO2,LP2_2025-05-08 10:00_3.004_Chl_4,LongPond_profiles_2025.xlsx_2025-05-lp2,69,2025-08-08
820,LP2,2025-05-08T10:00:00Z,Chlorophyll,3.494,0.84,ug/L,YSI_EXO2,LP2_2025-05-08 10:00_3.494_Chl_4,LongPond_profiles_2025.xlsx_2025-05-lp2,70,2025-08-08
821,LP2,2025-05-08T10:01:00Z,Water Temperature,4.009,15.735,Deg-C,YSI_EXO2,LP2_2025-05-08 10:01_4.009_TWA-C_4,LongPond_profiles_2025.xlsx_2025-05-lp2,71,2025-08-08
822,LP2,2025-05-08T10:01:00Z,Oxygen Saturation,4.009,97.3,%,YSI_EXO2,LP2_2025-05-08 10:01_4.009_LDOs_4,LongPond_profiles_2025.xlsx_2025-05-lp2,72,2025-08-08
823,LP2,2025-05-08T10:01:00Z,Dissolved Oxygen,4.009,9.65,mg/L,YSI_EXO2,LP2_2025-05-08 10:01_4.009_LDOd_4,LongPond_profiles_2025.xlsx_2025-05-lp2,73,2025-08-08
